content_id,title,genre,poster_url,rating_count,rating_avg,overview
1812,Peep and the Big Wide World,Animation,https://image.tmdb.org/t/p/original/h57yV94qcZcoGf3BNQQUtQa8wvi.jpg,7,8.071,"Peep and the Big Wide World is an animated cartoon that teaches nature and basic science concepts to preschoolers. The main characters include a yellow baby chick named Peep and his friends Quack, a teenaged blue drake, and Chirp, a baby red robin with pink eyelids. The current show, narrated by Joan Cusack is based on a National Film Board of Canada cartoon short of the same name, created in 1988 by Kaj Pindal and narrated by Peter Ustinov, and another short, ""The Peep Show"", from 1962. The original short comprised three 10-minute films featuring Peep, Quack, and Chirp as they meet a cat, a ladybug, a turtle and a frog who speaks from both sides of his mouth.

The show is produced by WGBH in Boston and 9 Story Entertainment in Toronto, Canada. In the US, this show formerly aired on Discovery Kids as part of its commercial-free and sponsor-free ""Ready, Set, Learn!"" programming block. It now airs nationally in the United States on public television, distributed by American Public Television. In Canada, it airs on TVOntario. DVDs and books are also available for purchase. Peep and the Big Wide World is currently sponsored by the National Science Foundation in conjunction with WGBH-TV as part of an education and outreach program. The principal investigator is Kate Taylor, also of the ZOOM block. The National Science Foundation is the only permanent sponsor of the show. Northrop Grumman, The Carnegie Corporation of New York, the Corporation for Public Broadcasting and Toyota funded the show for only season two. The Discovery Kids Foundation funded the show for only season one. In 1999, the show was produced by Clumsy PriStar Television. The VHS copies are produced from Clumsy Pristar's home viewings."
1815,The Moxy Show,Animation,,0,0.0,"The Moxy Show is an animation anthology television series created by Scott Fellows and produced by Hanna-Barbera for Cartoon Network. The show ran on December 5, 1993, originally as The Moxy Pirate Show, and consisted of classic cartoons divided by 3-D animated interstitials featuring Moxy, a dog, and Flea, a flea. The show ran on Cartoon Network from 1993 to 1998 as a CGI cartoon and 1998 to 2000 as a hand-drawn cartoon with CGI and live-action effects. The series aired its last episode on January 2, 2000, and reruns were removed completely on April 1, 2000. Moxy is considered the first original series on Cartoon Network, but Space Ghost Coast to Coast was Cartoon Network's first fully produced series."
1816,Jane and the Dragon,Sci-Fi & Fantasy Animation Family,https://image.tmdb.org/t/p/original/2kJHUrNUwWaQCRcUjLLfbMWEqvx.jpg,3,5.3,"As an only child, Jane was brought up in the Royal Court as a medieval middle-class girl and raised to be a lady-in-waiting. A combination of determination and good fortune changes Jane's life and she becomes a knight in training. Accompanied by her best friend, a giant green Dragon, Jane demonstrates her bravery and kindness in a series of adventures set in feudal times."
1822,George and Martha,Animation,https://image.tmdb.org/t/p/original/qxsv8ygQtLk1Dr24ASWoGPn3Ztl.jpg,1,10.0,"George and Martha is an animated children's television show which comprises 26 episodes made in 1999. The program revolves around the lives of two hippos: George and Martha. Produced by Nelvana and initially seen on YTV in Canada, the show is based on a series of books written and illustrated by James Marshall. It now airs in reruns on qubo, as of April 12, 2008.

Its theme song is ""Perfidia"", by Mambo All-Stars."
1824,Captain N: The Game Master,Animation Action & Adventure Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/uvPvl5KAzHoWXSKPsTRP1sHpCo.jpg,19,6.6,"A teenager from Earth, is brought to another universe known as Videoland to defeat the evil villainess, Mother Brain, as foretold in an Ancient Prophecy."
1830,Tiny Toon Adventures,Animation Comedy Family Kids,https://image.tmdb.org/t/p/original/j9B9RmerM2b39s7xzW6g4vN5B1m.jpg,440,7.794,Follow the adventures of a group of young cartoon characters who attend the Acme Looniversity to become the next generation of characters from the Looney Tunes series.
1839,The Critic,Animation Comedy Drama,https://image.tmdb.org/t/p/original/fZoOHDU18OBXSvoiEViuBvSSUZO.jpg,87,7.402,"The Critic is an American prime time animated series created by writing partners Al Jean and Mike Reiss, who had previously worked as writers and showrunners on The Simpsons. The show follows the life of a 36-year-old film critic from New York named Jay Sherman, voiced by Jon Lovitz. 23 episodes were produced, first broadcast on ABC in 1994 and finishing its original run on Fox in 1995."
1842,The Alvin Show,Animation,https://image.tmdb.org/t/p/original/ksDqcK9754v571qJEcEq51xuXyu.jpg,6,8.7,"The Alvin Show is an American animated television series. It was the first to feature the singing characters Alvin and the Chipmunks, although a series with a similar concept The Nutty Squirrels Present had aired a year earlier. It lasted for one season in prime time on CBS, originally sponsored by General Foods, and initially telecast in black and white.

The series rode the momentum of creator Ross Bagdasarian's original hit musical gimmick and developed the singing Chipmunk trio as rambunctious kids–particularly the show's namesake star–whose mischief contrasted to his tall, brainy brother Simon and his chubby, gluttonous brother Theodore, as well as their long-suffering, perpetually put-upon manager-father figure, David Seville. The animation was produced by Herbert Klynn's Format Films."
1848,Winx Club,Kids Animation Sci-Fi & Fantasy Action & Adventure,https://image.tmdb.org/t/p/original/5MZwCSsG9tyWhbYSMSC6Xolblwc.jpg,359,8.177,"In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic."
1852,2DTV,Animation Comedy,,5,6.6,"2DTV is a British satirical animated television show that was broadcast on ITV in the United Kingdom from March 2001 to December 2004. Lasting a total of five series and thirty-three episodes, 2DTV became the successor of popular 80's TV series Spitting Image, and the predecessor of 2008 ITV satirical animation Headcases."
1856,Histeria!,Animation Documentary Comedy,https://image.tmdb.org/t/p/original/jnaCdjmJhiWsw5hjT4fMBxGrfG7.jpg,5,5.6,"Histeria! is an American animated series created by Tom Ruegger and produced by Warner Bros. Animation. Unlike other animated series produced by Warner Bros. in the 1990s, Histeria! stood out as the most explicitly educational program in order to meet FCC requirements for educational/informational content for children.

Histeria! was featured on Kids' WB from 1998 to 2000. Kids WB continued to air reruns until August 30, 2001. It was to be WB's most ambitious project since Animaniacs. Like the aforementioned, there were 65 episodes that were originally going to be made, but due to being $10 million over budget, only 52 episodes were completed before production of the series was canceled in November 1998."
1863,Quack Pack,Animation Kids Family,https://image.tmdb.org/t/p/original/d6VewnlRManLlOzV06jPUb08Hgf.jpg,44,6.909,"This cartoon follows on from the 1980’s cartoon “Ducktales”, continuing the adventures of Huey, Dewey and Louie. Now 12 year olds and living with their uncle Donald Duck, the three spend their time playing practical jokes on their hapless uncle and otherwise getting into trouble."
1877,Phineas and Ferb,Animation Comedy Family Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/f4QCYoBcJib8BprM4DUIQBMckeQ.jpg,625,7.884,"Each day, two kindhearted suburban stepbrothers on summer vacation embark on some grand new project, which annoys their controlling sister, Candace, who tries to bust them. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz."
1878,The Backyardigans,Kids Animation,https://image.tmdb.org/t/p/original/qph2MAw82C2DTQcuzRQdaglo9eU.jpg,74,8.054,"Meet five lively animal friends who love to sing, dance and use their imaginations to embark on outrageous adventures to magical places."
1886,Tutenstein,Animation,https://image.tmdb.org/t/p/original/64mxPXRRQEMnPNJB9VdbbVLATdc.jpg,34,6.721,"Tutenstein is an animated television series, produced by Porchlight Entertainment for Discovery Kids based on the comic by Jay Stephens which was published in Oni Press' JetCat Clubhouse. This cartoon also airs on Jetix in Europe and Maxi TV in Turkey. It began broadcasting on November 1, 2003. The half-hour series features young mummy Tutankhamen who is awakened about 3,000 years after his accidental death and now must face that his kingdom is gone. The series is based on an idea by Jay Stephens. The name is a portmanteau of Tutankhamun and Frankenstein. On October 11, 2008 a TV movie entitled Tutenstein: Clash of the Pharaohs aired on Discovery Kids.

The production company, PorchLight Entertainment, which is based in Los Angeles, California, has won Emmys for the first and second seasons of the series. Irish TV production company Telegael, which is based in An Spidéal, Co Galway, also won an Emmy Award for the second season.

The Hub aired the show after the closure of Discovery Kids."
1887,Alfred J. Kwak,Animation Kids,https://image.tmdb.org/t/p/original/AmAj7dvDCf7f2rKQY4zlycFSF7Y.jpg,32,7.6,"Alfred J. Kwak is a cartoon television series based on a Dutch theatre show by Herman van Veen and was co-produced by VARA, Telecable Benelux B.V. and TV Tokyo and first shown in 1989. It consists of 52 episodes. The series characters were designed by Harald Siepermann. There are also toys and a comic based on the animated series.

The series has been broadcast in many countries and has been dubbed and subtitled in Dutch, French, Japanese, Greek, English, Italian, Spanish, Hebrew, Arabic, Hungarian, Finnish, Serbian, Polish, German, Swedish, Danish, Icelandic, Chinese, Czech, Korean and Norwegian.

In 1991, Herman van Veen won the Goldene Kamera award for the cartoon."
1890,Roughnecks: Starship Troopers Chronicles,Animation Action & Adventure Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/9nsL5HOXthBIesyPp6j07mtUK8d.jpg,17,6.9,"The exploits of the Mobile Infantry squad, ""Razak's Roughnecks,"" during the SICON–Bugs War between a newly united humanity and an extraterrestrial race, known as the ""Bugs,"" also sometimes referred to as Arachnids."
1896,Hey Joel,Animation Comedy,,0,0.0,"Hey Joel is an American animated television series. It is about Joel Stein, the host of a three-minute rock-star interview show on VH1 called ""3 minutes with Joel"". However, he is anything but respectful to his famous guests, often badgering them with aggressive, pointless, irreverent, and often insulting questions.

Jon Cryer provides the voicing for the part of Joel. His coworkers include Michele, his producer, on whom he has a crush; Kevin, his production assistant; Leif, his nemesis, who is VH1's star; and Z, the all-business head of programming. The band Fountains of Wayne performs their own original compositions for the show, and appear as animated characters during the musical sequences.

After an initial run on VH1 in 2003, the show was picked up by Teletoon, and episodes continue to air in Canada.

The first season was made available on DVD June 24, 2008."
1903,A.T.O.M. - Alpha Teens on Machines,Action & Adventure Animation,https://image.tmdb.org/t/p/original/moOsmnBXUuHrOUVAMlQjDkDtiiQ.jpg,14,6.7,"A.T.O.M. is a French animated television series, which chronicles the adventures of five teenagers, set in the fictional Landmark City. The Alpha Teens, which consist of Axel Manning, Catalina Leone, Crey Kingston, Zack Hawkes, and Ollie Sharker, test prototype vehicles and weapons for Lee Industries, and use these prototypes to combat criminals, particularly the sadistic Alexander Paine.

In the United Kingdom, Australia and Latin America, the series is called Action Man A.T.O.M. and has its own comic book from Panini Comics."
1916,2 Stupid Dogs,Animation Comedy Family,https://image.tmdb.org/t/p/original/3Lyc5VqhTqq76vmKUn1an8rlnP7.jpg,43,6.488,"The lives of two dogs, the overly excited Little Dog (the dachshund) and easy-paced Big Dog (the sheepdog). These crazy canines don't know how to fit in the world, and they definitely don't have any know-how. No matter the situation, their stupidity usually leads them to calamitous results."
1931,Disney's Adventures of the Gummi Bears,Animation Family Kids,https://image.tmdb.org/t/p/original/mqbX2l5Te3yMdAjDxvs5kRk0bhN.jpg,169,7.388,"Join the world’s sweetest heroes for high adventure in a mystical land of giants and wizards, ogres and dragons, and wondrous creatures both good and evil. Meet Gruffi, Zummi, Cubbi, Grammi, Tummi, Sunni, and all the legendary Gummis as they laugh, play, foil dastardly plots, and fight for what's right."
1939,Kissyfur,Kids Animation Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/8qonJq4r5W6HdUMF5KZlzKDo8Rr.jpg,9,7.444,"Kissyfur is a 1980s animated children's television series which aired on NBC. It was produced by Jean Chalopin & Andy Heyward and created by Phil Mendez for DIC. The series was based on a half-hour NBC prime-time special called Kissyfur: Bear Roots and was followed by three more specials until its Saturday morning debut. The show ran for two seasons.

The show follows the adventures of Gus and Kissyfur, a father and son bear duo who had joined the circus. One day on a circus trip, the train they are riding in derails and the bears escape to a new life in the swamps of Paddlecab County. There, they protect the local swamp's inhabitants from the local bumbling alligators Floyd and Jolene. Kissyfur and his father use the skills they have acquired from the human world to create a boat tour business transporting other animals and their products down the river."
1951,Sons of Butcher,Animation Comedy,https://image.tmdb.org/t/p/original/1HIDksMwfQBBFA218Zqyg6Q4xsx.jpg,1,4.0,"Sons of Butcher is a cartoon based on the band of the same name. It is animated using a variety of programs, put together using Adobe Flash."
1955,The Wrong Coast,Animation Comedy,https://image.tmdb.org/t/p/original/jSfXFL6pn51JbATLLhEyWCDSWNW.jpg,0,0.0,"The Wrong Coast is a Canadian stop-motion animated television show. The show emulates a Hollywood gossip show with fake news and features, and includes many parodies on Hollywood movies, often utilizing the voices of real stars. The theme song is performed by They Might Be Giants.

The Wrong Coast was produced by Blueprint Entertainment, Cuppa Coffee Studios and Curious Pictures with stop-motion animation provided by Cuppa Coffee Studios. The series initially was to air for American audiences on AMC in December 2003 but never did, then in Canada on The Movie Network in April 2004. Teletoon has rebroadcast the original season in Canada since 19 August 2005. A French-dubbed version of the series, titled La Côte Ouest, aired in Canada on Télétoon.

With no further episodes produced or announced, the show was apparently canceled after its only season."
1960,Dave the Barbarian,Animation Sci-Fi & Fantasy Comedy,https://image.tmdb.org/t/p/original/ipzGJybXsUyqP78Wn6zC1XXbyRy.jpg,95,7.653,"This animated comedy series is set in the Middle Ages and follows the title character, Dave, in his comedic adventures with his family (his sisters, Candy and Fang) as they protect themselves and their family from a world of oddball foes. Dave himself combines strength with an appreciation of the finer things in life, including origami, bird watching, and even gourmet cooking."
1962,Erky Perky,Animation,https://image.tmdb.org/t/p/original/lS1umbhUVcfWbWuaSPtv8vW103o.jpg,1,5.0,"Erky Perky was an Australian and Canadian animated television program on YTV developed by CCI Entertainment. and Ambience Entertainment. The show was about two bickering, dimwitted insects, Erky and Perky, who live at a hot dog stand, but are accidentally taken to a house. The show focuses on Erky and Perky trying to settle into the house, living with fellow housebugs, and the hunt for food in a very clean kitchen. It was broadcast once on YTV's Big BBQ Blowout on July 1, 2006, as a ""sneak peek"". Another Erky Perky ""sneak peek"" episode was shown on August 30, 2006 during YTV's ""Sneek Peek Week"", before airing regularly on September 7. The show premiered on Toon Disney in the United States on September 4, 2006.

The CGI animation was done by the Australian Visual Effects company The LaB Sydney"
1977,Loonatics Unleashed,Animation Action & Adventure Comedy,https://image.tmdb.org/t/p/original/oHGY83FvCpMqBGjftalcBzI6tIx.jpg,134,8.078,"Ace Bunny, Tech E. Coyote, Danger Duck, and friends are transformed into superheroes when a meteor hits the planet 700 years in the future. Now they spend their time making jokes while blasting monsters and asteroids with “neutron cannons” and whatever other weapons they have at hand."
1988,ThunderCats,Animation Sci-Fi & Fantasy Action & Adventure,https://image.tmdb.org/t/p/original/fz23hySaUzpE71CvwcZXMDwqK1u.jpg,844,8.177,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance."
1992,Star Trek: The Animated Series,Animation Drama Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/kvWG0bsLVQt23gZO6DI1mPosLxZ.jpg,92,6.828,"The animated adventures of Captain Kirk, Mr. Spock and the crew of the Starship Enterprise."
1996,The Flintstones,Family Animation Comedy Kids,https://image.tmdb.org/t/p/original/30P6ifagQ3fguTsI33KMmDLTAx6.jpg,756,7.4,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles."
2000,Ratz,Animation Comedy,https://image.tmdb.org/t/p/original/MOuP7Ofm7zWaBC6cinQlKVh1JM.jpg,4,5.2,"The show stars two rats, Rapido and Razmo, aboard the S.S. Wanderer, a cheese ship with no actual destination. The focus of the series is on the adventures of the two rats, including guarding the cheese, interacting with other stowaways and various ill-fated encounters with the crew. The rats themselves live in the hull of the ship in a lavish two-bedroom apartment."
2005,The New Adventures of Winnie the Pooh,Family Animation Comedy Kids,https://image.tmdb.org/t/p/original/iJFbF43bN1HX5EZl4OFAVmJDl1u.jpg,206,7.6,An American animated children's television series inspired by A. A. Milne's Winnie-the-Pooh stories.
2009,Rocket Power,Animation Comedy Family,https://image.tmdb.org/t/p/original/gWPYp1PjYpxgNNMpsFEBC8deOX.jpg,272,7.847,"The daily lives of four friends who enjoy extreme sports, surfing, and getting into some crazy situations."
2010,Yakkity Yak,Animation Comedy,,3,8.0,"Yakkity Yak is an Australian/American/Canadian animated television series created by Mark Gravas that ran on Nickelodeon from November 9, 2002 to December 12, 2003. The show was known for its extreme lack of reality, and for its extreme silliness and featured a style of animation which broke with past Nickelodeon tradition. The show features an anthropomorphic yak named Yakkity who wants to make it to stardom by becoming a comedian. Along the way, he has adventures with his two best friends Keo and Lemony, a young human girl."
2017,Phantom 2040,Animation Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/8DxhF5JjJPk1SS6osdT09FEh5yO.jpg,10,6.5,"Phantom 2040 is a French-American animated science fiction television series loosely based on the comic strip hero The Phantom, created by Lee Falk. The central character of the series is said to be the 24th Phantom. The unusual character designs are the work of Peter Chung, creator of Æon Flux.

The show debuted in 1994 to rave reviews, though it survived only 35 episodes before it was relegated to weekend repeats in 1996. Along with action sequences, stories focused on intelligent plotting and character development, winning the series praise for its subtle teaching of such values as individuality, freedom, and the volatility of humanity. It also spawned comic books tie-ins and other merchandise.

Featured voice actors included Scott Valentine, Margot Kidder, Ron Perlman, and Jeff Bennett, while Mark Hamill, Debbie Harry, Rob Paulsen, and Paul Williams had recurring roles."
2022,The Batman,Animation Sci-Fi & Fantasy Mystery Action & Adventure,https://image.tmdb.org/t/p/original/AjNNYqhj0pPBqAzhnEbAAh0MOXt.jpg,359,7.847,"Bruce Wayne, The Batman -- billionaire by day, crime fighter by night -- joined on occasion by Robin and Batgirl."
2030,Atomic Betty,Animation Sci-Fi & Fantasy Action & Adventure,https://image.tmdb.org/t/p/original/2xX5y8mmyg2TBYo4tC8Mlx1IR9I.jpg,12,6.25,"Atomic Betty is a Canadian-French animated science fantasy television series produced by Atomic Cartoons, Breakthrough Films & Television, and Tele Images Kids. Additional funding for production is provided by Teletoon in Canada and M6 and Télétoon in France. It currently airs on CITV. The series has once again begun airing on U.S. TV on The Hub on October 10, 2010; it previously aired on Cartoon Network from September 2004 through December 2005. In the U.S, it is a Cartoon Cartoon for Cartoon Network. The series' last episode aired in January 29, 2008 on the Canadian channel Teletoon.

A sequel series titled Atomic Betty Redux is currently planned for production, which shows Atomic Betty as a much taller and prettier seventeen-year old teenager and an even stronger and more powerful superheroine/Galactic Guardian than ever before since the original series. It is planned for late 2013 and the middle of 2014."
2032,Wuzzles,Animation Sci-Fi & Fantasy Kids,https://image.tmdb.org/t/p/original/e220dTw8y0pjqYS8IwR7EMSNuEV.jpg,10,6.0,"Disney's The Wuzzles is an animated television series created for Saturday morning television, and was first broadcast on September 14, 1985 on CBS. An idea of Michael Eisner for his new Disney television animation studio. The premise is that the main characters are hybrids of two different animals. The original thirteen episodes ran on CBS for their first run.

With only 13 episodes of The Wuzzles, it was one of the shortest running animated series produced by Disney. One season later, Wuzzles moved to ABC for reruns, and disappeared from network television after that."
2055,Monkey Dust,Animation Comedy,https://image.tmdb.org/t/p/original/jWxkoZMcfZkIyGJSfegRrucn55I.jpg,25,8.14,"Monkey Dust is a British satirical cartoon, notorious for its dark humour and handling of taboo topics such as bestiality, murder, suicide and paedophilia. There were three series broadcast on BBC Three between 2003 and 2005. Following co-creator Harry Thompson's death, no further series were made."
2073,Mission Hill,Animation Comedy,https://image.tmdb.org/t/p/original/eKoJgrezNlGJLm0TOxKChQlTIJN.jpg,43,7.5,"Mission Hill is an American animated television series that ran on The WB from September 24, 1999, to July 16, 2000, and on Adult Swim from July 14 to August 11, 2002. Although 18 episodes were planned, only 13 episodes were produced. The series follows hip 24-year-old Andy French, whose sheltered suburban teenage brother Kevin moves in with him and his roommates in a big-city loft. It's recognizable for its bright, neon color palette, and has become a cult classic."
2085,Courage the Cowardly Dog,Family Sci-Fi & Fantasy Animation Comedy,https://image.tmdb.org/t/p/original/dzD8EWDvtg7rBCINu0RCH5EUejh.jpg,1253,8.162,"The bizarre misadventures of a cowardly dog named Courage and his elderly owners in a farmhouse in Nowhere, Kansas."
2094,Class of 3000,Animation Comedy,https://image.tmdb.org/t/p/original/hU8S5Ulp08jnsdodiOcxicsMhu8.jpg,5,8.4,"Class of 3000 is an American animated television series on Cartoon Network that was created by, was executively produced by, and starred André 3000 of the Hip Hop group OutKast as superstar and music teacher Sunny Bridges, set at Atlanta, Georgia's Westley School of Performing Arts. Mr. Bridges is a jazz and blues artist who occasionally lectures in Atlanta's Little Five Points residential area. It was produced by Tom Lynch Company, Moxie Turtle and Cartoon Network Studios.

As of September 25, 2011, it's currently the last Cartoon Network series to be given a TV-Y7 rating without the Fantasy Violence side rating to accompany it as an ironic result. It is also the final Cartoon Network show which aired at the time Jim Samples had been in charge of Cartoon Network."
2098,Batman: The Animated Series,Action & Adventure Animation Drama Mystery,https://image.tmdb.org/t/p/original/lBomQFW1vlm1yUYMNSbFZ45R4Ox.jpg,1297,8.487,"Vowing to avenge the murder of his parents, Bruce Wayne devotes his life to wiping out crime in Gotham City as the masked vigilante ""Batman""."
2099,Kenny the Shark,Animation Comedy,https://image.tmdb.org/t/p/original/yTQ7uYgQYaGU2XVipI25jb1pDva.jpg,2,8.0,"Kenny the Shark is an animated television series produced by Discovery Kids. The show premiered on NBC's Discovery Kids on NBC from November 1, 2003 and ended February 18, 2006 with two seasons and 26 episodes having been shown. The series continued to run on Discovery Kids until the network changed into The Hub on October 10, 2010. Discovery Kids closed with a 4 hour marathon of Kenny the Shark episodes. Despite the closure, it still aired on The Hub until March 25, 2012.

It is about an anthropomorphic tiger shark named Kenny that decides to move out of the ocean. He was the protagonist and main character in the series.

This was not Kenny's first appearance, however. In the late-1990s, a series of shorts ran between regular programming. Kenny was not seen, as the camera was from his point of view. A contest was held to guess what kind of shark Kenny was with the result being a tiger shark."
2101,Odd Job Jack,Animation Comedy,,1,2.0,"Odd Job Jack was a Canadian animated comedy television show featuring Don McKellar, about one man's misadventures in temporary employment. Seen on and produced for the The Comedy Network, a cable specialty channel, and shown on Adult Swim in Latin America, the show has currently finished its production run as of its fourth season. The second season has been released to DVD, and seasons two through four can currently be seen on the on demand streaming video service Hulu."
2115,The Secret Service,Action & Adventure Animation,https://image.tmdb.org/t/p/original/b6K7eeyEykf7Wko0IvPkv1XRaJZ.jpg,4,5.5,"The Secret Service is a British children's espionage television series, made by Century 21 for ITC Entertainment and broadcast on Associated Television, Granada Television & Southern Television in 1969. Created by Gerry and Sylvia Anderson, and produced by David Lane and Reg Hill, it was the eighth and last Century 21 production to feature – in a manner similar to Thunderbirds and other earlier series – marionette puppet characters as part of a filming technique known as ""Supermarionation"". Under the direction of Gerry Anderson, who wanted to compensate for the inadequacies of Supermarionation and increase the realism of the format, The Secret Service incorporates footage of live actors for long-distance shots. After The Secret Service, Anderson would not work with puppets again until the 1980s, when he produced Terrahawks in ""Supermacromation"".

Episodes of The Secret Service follow the adventures of Father Stanley Unwin, a character voiced by and resembling the real-life comedian of the same name. Outwardly the parish priest of a rural English village, Unwin is in fact a secret agent for BISHOP, a covert branch of British Intelligence that combats criminal and terrorist threats from overseas. Aided by junior operative Matthew Harding, the Father answers to his London-based superior – codenamed ""The Bishop"" – as he would in his public profession. When faced with the challenge of collecting intelligence in a hostile situation, Unwin and Matthew deploy the ""Minimiser"", a gadget capable of shrinking Matthew to a fraction of his normal size for the purposes of carrying out secret reconnaissance. A nonsensical gobbledegook of Unwin's formulation is used to confuse and distract enemies when required."
2118,Jumanji,Animation,https://image.tmdb.org/t/p/original/58TFZp1kLi1r4HKEsWzvyokFj7D.jpg,74,7.25,"Judy and Peter Shepherd are two kids that found a board game called ""Jumanji"". With each turn, the two of them are given a ""game clue"" and then sucked into a dangerous jungle until they solve their clue. There they meet Alan Parrish, who was trapped in the Jumanji jungle because he had never seen his clue."
2121,ReBoot,Animation Action & Adventure,https://image.tmdb.org/t/p/original/5C2ZVZEZJdQLkaeO9cCw7rJ0EUM.jpg,45,7.932,"ReBoot is a Canadian CGI-animated action-adventure cartoon series that originally aired from 1994 to 2001. It was produced by Vancouver-based production company Mainframe Entertainment, Alliance Communications, BLT Productions and created by Gavin Blair, Ian Pearson, Phil Mitchell and John Grace, with the visuals designed by Brendan McCarthy after an initial attempt by Ian Gibson.

It was the first half-hour, completely computer-animated TV series."
2122,King of the Hill,Comedy Animation,https://image.tmdb.org/t/p/original/3MnkwPdqQ4if7HL4rYTy6eUyq8q.jpg,484,7.268,"Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in."
2129,The Adventures of Jimmy Neutron: Boy Genius,Animation Action & Adventure Comedy Family,https://image.tmdb.org/t/p/original/phrttuioW4rjvXEzkz6tSDU4CV6.jpg,666,7.465,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures."
2130,Monty Python's Personal Best,Comedy Animation,https://image.tmdb.org/t/p/original/mcYO2gnH1bg4VwY8N76TCwOhS3L.jpg,2,5.0,A series of six outrageous one-hour specials showcasing the groundbreaking comedians.
2131,Daria,Comedy Animation,https://image.tmdb.org/t/p/original/cEUNl7gPr3xh1qyswErZDb3wmoP.jpg,505,8.352,"After moving to a new town with her stressed-out parents and relentlessly popular little sister, Daria uses her acerbic wit and keen powers of observation to contend with the mind-numbingly ridiculous world of Lawndale High."
2150,The Scooby-Doo/Dynomutt Hour,Animation Comedy Family Kids Mystery,https://image.tmdb.org/t/p/original/geO8f6BdJ0E3OcJSzqyS3AakuEx.jpg,152,7.806,"The Scooby-Doo/Dynomutt Hour is a 60-minute package show produced by Hanna-Barbera Productions in 1976 for ABC Saturday mornings. It marked the first new installments of the cowardly canine since 1973, and contained the following segments: The Scooby-Doo Show and Dynomutt, Dog Wonder."
2153,Arthur,Animation Comedy Kids Family,https://image.tmdb.org/t/p/original/l6aD0HPh5nZbCxCPFk8LadeT02g.jpg,123,7.11,"The show revolves around the lives of 8-year-old Arthur Read, an anthropomorphic aardvark, his friends and family, and their daily interactions with each other."
2158,Dinosaucers,Animation Comedy Action & Adventure,https://image.tmdb.org/t/p/original/3x79WIHve9Az6N61jQItrfuqW3C.jpg,8,6.1,"Dinosaucers is an animated television series co-produced in the United States and Canada. It was created by DIC Entertainment which has done the overseas animation and in association with Ellipse Programmé and Nelvana. This animated program originally aired in syndication in the USA in 1987 by Coca-Cola Telecommunications. 65 total episodes were made throughout the show's broadcasting, but it only lasted one season during the 1987-1988 television season.

The show's first 21 episodes can be purchased individually by episode or as a set from online retailer Amazon.com.

There were originally plans by Galoob to release a Dinosaucers toyline, and prototype figures were produced; however, the line was scrapped after the show was canceled. The toys included Stego, Bronto-Thunder, Allo, Bonehead, Plesio, Quackpot, Ankylo, and Genghis Rex."
2160,Alvin and the Chipmunks,Animation Comedy Family,https://image.tmdb.org/t/p/original/rmx8Khnutah9dnbpkYjJZSMzSID.jpg,61,6.823,"Three chipmunk brothers, Alvin, Simon, and Theodore are adopted by human, Dave."
2164,The Marvel Super Heroes,Animation Action & Adventure Sci-Fi & Fantasy Kids,https://image.tmdb.org/t/p/original/9mvW1d4Me2qYXoHpLwS3LelDDad.jpg,5,8.4,"This cartoon series, characterized by extremely limited animation, features five of the most popular super-powered heroes from Marvel Comics: the Incredible Hulk, the Mighty Thor, Captain America, Iron Man, and the Sub-Mariner."
