content_id,title,genre,poster_url,rating_count,rating_avg,overview
16953,Mad Jack the Pirate,Animation Comedy Family Action & Adventure Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/6Cq9tmamf37gEKiMR1hXeKkOia2.jpg,15,7.733,"Mad Jack the Pirate is a short lived 1990s cartoon. The show was created by Bill Kopp and was directed by Jeff DeGrandis. On American television, the show was broadcast on Fox Kids.

The concept is of the adventures of the rather unsuccessful and cowardly Pirate Jack who despite his failures never doubts his own excellence and his dim-witted anthropomorphic rat sidekick Snuk as they sail the seas on their ship the Sea Chicken.

On July 23, 2001, Mad Jack and other properties of Saban Entertainment were sold to The Walt Disney Company."
16962,In the Beginning: The Bible Stories,Animation Action & Adventure Drama,https://image.tmdb.org/t/p/original/6Z9JC5nrfxBM8wYtXTS5fjrYSnX.jpg,0,0.0,"In the Beginning: The Bible Stories is an anime television series based on The Bible's Hebrew Scriptures created by Osamu Tezuka. The series was a coproduction between Nippon TV, Tezuka's Tezuka Productions, and Italy's government-owned broadcaster, Radiotelevisione Italiana. Although the series was in production during a period of several years in the late 1980s and early 1990s, it was not aired in Japan until 1997, on the satellite channel WOWOW. The series has also been aired on TV in the United States, Italy, Spain and Germany.

In the Beginning marked the fourth time Bible stories formed the basis of a Japanese-animated television series, following the two Superbook series and The Flying House, which were made for Pat Robertson's Christian Broadcasting Network by Tatsunoko Production in the early 1980s.

In the Beginning features episodes devoted to most of the major Bible stories of the Old Testament, including the stories of the Creation, Cain and Abel, Noah's Ark, Abraham and Isaac, Joseph, Moses, David, and Solomon, with the final episode featuring the birth of Jesus Christ. As with the second Superbook series, some stories were stretched out over several episodes. Unlike Superbook and The Flying House, however, no contemporary characters from modern times were inserted into the stories, save for the series mascot and viewpoint character, Roco the fox ."
17016,Brave Exkaiser,Animation,https://image.tmdb.org/t/p/original/xNB08IsORSNIabvtYPXy1pI1EBl.jpg,0,0.0,"Brave Exkaiser, sometimes spelled as Brave Exkaizer or Brave Exkizer, is a Japanese animated television series that began in 1990, created by Sunrise under the direction of Katsuyoshi Yatabe, and is the first of the long running Yuusha or ""Brave"" metaseries funded by Takara and produced by Sunrise."
17017,The Legend of Zorro,Animation Action & Adventure,https://image.tmdb.org/t/p/original/gNxDr0pGaYqc1JllTAPXJTvTZUg.jpg,15,7.233,"Diego Vega returns from his study trip to discover his homeland is under the army's dictatorship. Diego, refusing to watch idly, disguises himself as Zorro to protect the weak and oppressed. Diego is not a coward but he is unable to win the affections of his sweetheart, Lolita, who is attracted to other more noble men. Diego serenades Lolita as Zorro and fights the evils of his homeland, hoping to capture her heart."
17070,Funky Cops,Animation Comedy Crime,https://image.tmdb.org/t/p/original/cTYvcZdxIPNxElAmDuXo6iNxDpj.jpg,3,6.3,"Ace Anderson and Dick Kowalski are two semi-competent cops in San Francisco during the late 1970s. They show more attention towards appearing cool and disco dancing, but finish the cases by the end of the day. They are assisted by their disgruntled police chief Captain Dobbs, plucky reporter Miss Lee, and fellow disco lover Boogaloo."
17118,Bikkuriman 2000,Animation,https://image.tmdb.org/t/p/original/zyLIqt5esZ9bvBQSIZ1hgeLURV7.jpg,0,0.0,"Bukkuriman 2000 is an anime by Studio Comet that aired in the year 1999. It is the first anime fully animated digitally. At that time, there were other anime animated digitally part of the time like the 1997 remake of Dr. Slump. The anime is 68 episodes long and has a sequel called Happy Lucky Bikkuriman."
17149,Vampire Knight,Animation Drama Action & Adventure Sci-Fi & Fantasy Mystery,https://image.tmdb.org/t/p/original/eqloipTo5S791bD6zHegJbs2BBV.jpg,290,8.409,"Yuki Cross, along with her best friend Zero, attempts to keep the peace between humans and vampires at Cross Academy, but personal issues soon threaten the situation."
17194,Madeline,Kids Animation Family,https://image.tmdb.org/t/p/original/kh1xdNqCYj4plWOyYjSIrPzzUvI.jpg,20,5.875,"A young girl embarks on a series of misadventures, causing her friends and teachers to be worrisome. Based on the children's books by Ludwig Bemelmans."
17231,Scratch and Burn,Animation Comedy,,0,0.0,
17296,The Adventures of Superboy,Action & Adventure Animation Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/oJlDJzOt3udDOvj8E1CfDs6cOjo.jpg,3,4.7,"The Adventures of Superboy is a series of six-minute animated Superboy cartoons produced by Filmation that were broadcast on CBS between 1966 and 1969. The 34 segments appeared as part of three different programs during that time, packaged with similar shorts featuring The New Adventures of Superman other DC Comics superheroes.

These adventures marked the animation debut of Superboy, as well as his teenage alter ego Clark Kent, who acted as the bespectacled, mild-mannered disguise for the young hero, Lana Lang, and Krypto the super-powered dog who would accompany his master on every dangerous mission. Other characters such as Pa and Ma Kent, foster parents of the Boy of Steel, and the town of Smallville were also faithfully recreated from comic book adventures. As a result of the production's budget, the show featured a great amount of stock animation as well as limited movement from the characters."
17352,Argai: The Prophecy,Animation Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/ldJNZBrZ8vjvZyOwtwvdY7KA87M.jpg,2,8.8,Argai: The Prophecy is a 2000 French animated series directed by Jean-César Suchorski and written by Sébastien Dorsey.
17400,The Littles,Animation Kids,https://image.tmdb.org/t/p/original/wALSyamLPhk0IzJj13B5ukJpeM3.jpg,18,6.639,"The Littles is an animated television series based on The Littles characters in a series of children's novels by American author John Peterson, the first of which was published in 1967. This cartoon was produced by a French/American/Canadian animation studio, DIC Entertainment, and as standard practice for TV cartoons of the period, the animation production was outsourced overseas to the Japanese studio TMS Entertainment. It was post-produced by a Canadian Animation studio, Animation City Editorial Services."
17436,Jimmy Two-Shoes,Animation Comedy,https://image.tmdb.org/t/p/original/lbgTEOLLYlNX8mfI48dLB7gRzkV.jpg,5,5.0,"Jimmy Two-Shoes is a Canadian animated television series that aired on Disney XD in the United Kingdom and in the USA, and Teletoon in Canada. The series were centered around the exploits of the happy-go-lucky titular character Jimmy, who lives in Miseryville, a miserable town filled with monsters and demon-like creatures. The series were created by Edward Kay and Sean Scott. The series is rated G in Canada and TV-Y7 in the United States. The show premiered on February 21, 2009, ending its run in the U.S. on July 15, 2011, spanning 2 seasons."
17455,Villa Dulce,Animation Comedy Kids,https://image.tmdb.org/t/p/original/qScRSiTpJiJeM7zPgbSyzINAFov.jpg,2,5.2,"The smaller the town, the bigger the mess. A group of children have fun while they make the town's major life impossible."
17463,Kid vs. Kat,Action & Adventure Animation Comedy Sci-Fi & Fantasy,https://image.tmdb.org/t/p/original/1f3DyCY4Xe6ZxN2blj0gNdWhS71.jpg,265,7.943,"Kid vs. Kat is a Canadian-American animated television series developed and produced at Studio B Productions. The show was created and co-directed by Rob Boutilier. The series is distributed by Studio B Productions. The feature revolves around a 10-year-old boy's constant battle with his sister's Sphinx cat which, in reality, is a cybernetic alien.

The show premiered on YTV in Canada on October 25, 2008, aired on Disney XD in the United States on February 21, 2009, and then ended on June 4, 2011. It ran for 2 seasons, spanning 52 episodes."
17466,Ben & Izzy,Animation,,0,0.0,"Ben & Izzy is a Jordanian three-dimensional, computer animated children's television series. It was produced by Jordan's rising educational and CGI animation company Rubicon. This series follows the adventures and developing friendship of two pre-teenaged boys known as Ben and Izzy, who are from the United States and Jordan respectively, as well as a desert genie known as Yasmine, who takes the form of a young girl closely resembling the age of the boys.

Despite the fact the series was produced in Jordan, it was primarily released in English for international purposes before its official Arabic dub in 2008. The series was created primarily to entertain, but it was also created as an educative experience about certain aspects of Arab history, and how it affected Western culture, which is also the forming of the bond between the Western Ben and the Eastern/Arab Izzy. This in turn represents a comprehensible and possible union of Western and Eastern/Arab cultures, in spite of the current prejudice views of each culture in the other. There are currently 13 episodes created, although 26 were originally planned."
17506,Monster Allergy,Sci-Fi & Fantasy Animation Kids Action & Adventure Comedy,https://image.tmdb.org/t/p/original/mM9dfhCxdxPNXH3blfx4hzNa8vo.jpg,9,8.167,"Monster Allergy is a 2005 animated television series, jointly produced by Rainbow S.p.A., Futurikon, RAI Fiction and ZDF."
17529,RollBots,Animation Action & Adventure,https://image.tmdb.org/t/p/original/92ehav5CJT2ZIiX5Ajj53md1B65.jpg,0,0.0,"RollBots is an animated television series created by Michael Milligan and produced by Amberwood Entertainment. The TV show premiered in Canada on YTV on February 7, 2009, and in the United States on The CW4Kids on September 19, 2009. It's run aired until June 5, 2010."
17546,Once Upon a Time... Planet Earth,Animation Documentary Kids,https://image.tmdb.org/t/p/original/cXRQjzTDQ7CeT1kzj6DyYWpTQv8.jpg,4,9.0,"Teenagers, the internationally-recognized characters of the series, will be the heroes of adventures in which they will play an active role. They will be a force for change, faced with situations and problems they need to resolve. The series will be based on facts, yet still primarily entertainment. Through their actions, they directly affect their planet and the resources that must be used responsibly and are not inexhaustible. The series will also help younger audiences to understand that pollution, hunger and water shortages are realities with specific causes – rather than inevitable evils to be dreaded, they are battles to be won with solutions to be found."
17565,3rd & Bird,Animation,https://image.tmdb.org/t/p/original/3LRaetxV5q7ls2aSpZ2xC3eS3ow.jpg,0,0.0,Colourful adventures of a group of birds as they learn about social responsibility
17572,Kick Buttowski: Suburban Daredevil,Kids Action & Adventure Animation Comedy,https://image.tmdb.org/t/p/original/syxcG3suyf3U00z5HOuLbZ9eozl.jpg,566,8.2,"Clarence Buttowski, a young boy, aspires to become the world's greatest daredevil, as he gets help from Gunther, his loyal friend and partner-in-crime."
17575,A Kind of Magic,Animation Comedy,https://image.tmdb.org/t/p/original/g2iN70arg1GWXzpMaVpmJpGQ1sL.jpg,3,7.333,"A Kind of Magic is a French animated television series created by Charile Skanker and his animation company Xilam. The story deals with a kid named Tom and his family's problems, including his sister Cindy, who is crazy after every boy she sees, his toad 'His Highness', his evil Aunt Ferocia who wants to turn him evil as well, and his parents who have been exiled from Fairyland and now have to live on Earth.

The series has been an instant hit and was rated the most popular series at the 2007 MIPCOM Junior trade show, attracting over 280 buyers."
17616,Groovy Moon,Animation Comedy,,0,0.0,
17631,League of Super Evil,Animation Action & Adventure Comedy,https://image.tmdb.org/t/p/original/xqS940bPXAKlBWvzBArEaDhuUDH.jpg,3,6.3,"League of Super Evil is a Canadian animated television series inspired by the sketch ""Once Were Heroes"" by Ryan Harper-Brown, co-created by Philippe Ivanusic-Vallee, Davila LeBlanc, Peter Ricq, developed by Asaph Fipke, and produced by Nerd Corps Entertainment in conjunction with YTV. On YTV, it premiered on March 9, 2009, at 10:30 a.m. ET. The show is airing on Nickelodeon in Canada, Spain, the Netherlands, Portugal and on Cartoon Network in most of Southeast Asia, India, Australia, New Zealand, The United States, CBBC in United Kingdom and Canal Plus, Canal J, and Gulli in France. The first season consisted of 26 episodes. The second season consisted of 13 episodes. In total, 52 episodes have aired. In Latin America, it is aired on Disney XD. The second season started airing in Canada in September 2010 and the third season aired from June 2012 to August 2012. The series ended on August 25, 2012."
17691,Brave Police J-Decker,Animation Action & Adventure,https://image.tmdb.org/t/p/original/jBhaRPyLfX5MUcXlJGUt4ACspFz.jpg,0,0.0,"Brave Police J-Decker is the fifth series of the anime television meta Brave series which aired in Japan during 1994 and 1995. Brave Police J-Decker returns the series to a subtly lighter tone, focusing more on the concept of ""robot as human-built AI construct"" emphasized by the previous season's series, The Brave Express Might Gaine. The series takes place in the fictional city of Nanamagari City."
17706,Time Bokan,Animation Comedy Family,https://image.tmdb.org/t/p/original/q3Th3QEXNBJdZfU8S2XKp7TJDri.jpg,1,8.0,"While experimenting with his time-travel machine, Dr. Kieta becomes lost in an unknown era. So his assistant and his daughter set out in space in a time machine to search for the missing doctor. But they must also try to defeat an evil group trying to steal the precious Dinamond jewel, which possesses the only clue to the doctor's location."
17730,Stella and Sam,Animation Family Kids,https://image.tmdb.org/t/p/original/bGNkafYQzr7MA7gV3UPwVWj7YrU.jpg,3,8.7,"Stella and Sam is a preschool television series based on the Canadian book series ""Stella"" and ""Sam"" by Marie-Louise Gay and published by Groundwood Books Inc. The second season of the series is currently in production with Radical Sheep Productions and Family Channel. The French-language version of the show Stella et Sacha premiered on Playhouse Disney Tele on Sunday, October 3, 2010 while the English-language version of the series will premiere on Playhouse Disney on Sunday, January 9, 2011.

The show's theme music is performed by singer Emilie Mover."
17755,Ys,Action & Adventure Sci-Fi & Fantasy Animation,https://image.tmdb.org/t/p/original/ikjVPbaAaxe3fsmIIhZy5kYFcVK.jpg,2,7.5,"Adol Christin, a young man from the mainland, sails to the besieged land of Esteria in search of adventure. Esteria is being overrun by beasts under the control of the evil priest Dark Fact, and the people of the land are running out of time. However, there is a prophecy that tells of a hero from another land who will come to save Esteria -- and his name would be Adol Christen."
17772,Shin Jeeg,Animation Action & Adventure,https://image.tmdb.org/t/p/original/yo3XBGmezNd6DdwjIVTP5sDZid6.jpg,4,7.0,"Kenji Kusanagi, a high school student, becomes Kotetsushin Jeeg to fight the sudden reappearance of Haniwa Genjin from the Jamada Empire ruled by Queen Himika."
17778,The Boy,Animation,,0,0.0,"The Boy is a Canadian animated television series that aired on YTV from January 2004 to September 2005. The series is about the adventures of Toby Goodwin, a boy genius and a member of the International Federation For Peace. With his partner, agent Bob Saint-Vincent, he travels all over the world to fight villains."
17829,Engie Benjy,Animation,https://image.tmdb.org/t/p/original/gAYupArDNDq2i9Ptl0IfzWwaHLC.jpg,1,5.0,"Engie Benjy is a pre-school children's television show, broadcast on ITV's children's strand, CITV. Engie Benjy is a blue haired boy, a mechanic who helps fix problems with his friends' vehicles. His dog is Jollop. Other characters include Pilot Pete and Astronaut Al. The vehicles included in the show are a van, a bus, a bike, a plane, a boat, a tractor and a spaceship.

Engie Benjy has a few catch phrases: ""whadda-we-do-Dan?"", ""This is an emergency!"" and ""Great work team!"" Engie also has a song he sings when solving a problem: ""There's a problem here without a doubt, let's look around and check it out... Spin the screws, hear the hum, check the temperature.."" before Jenny joins in singing ""Make a mess, break stuff, whack the dummy with a bat....""

The main character voices are provided by television double act, Ant and Dec. In the first series Dec voiced the title role of Engie Benjy while Ant voiced his dog, Jollop. In the third series another character was added for Ant to voice called Trucker Troy, Engie Benjy's cousin, whilst Brianna Gentilella, the duo's American rival, voices Jenny, the assistant of Benjy.

Many of the other characters are voiced by the entertainer Les Dennis."
17899,Yogi's First Christmas,Animation Comedy,https://image.tmdb.org/t/p/original/7b91ObAlq35R6WPlSeV8lc8jkCy.jpg,0,0.0,"Yogi's First Christmas is a 1980 holiday-themed television film first aired on November 21, 1980, and produced by Hanna-Barbera. Throughout the 1980s it was offered to U.S. television networks broken up as a one-week strip syndicated program, generally showing the week of Christmas, one episode per day for four days.

Two songs from Casper's First Christmas were featured in this movie, in new re-recorded versions. Additionally, Boo Boo's song ""Hope"" was previously heard in the 1972 Christmas special, A Christmas Story."
17900,Hollyrock-a-Bye Baby,Animation Comedy,https://image.tmdb.org/t/p/original/e8KO1Ce4TUSXKN9H6WcRm8Bj3Vu.jpg,5,3.6,"Hollyrock-a-Bye Baby is an animated feature length film based on the 1960s series classic, The Flintstones. It first aired on ABC on December 5, 1993. It is the sequel to I Yabba-Dabba Do! and is followed by A Flintstone Family Christmas, which aired less than two weeks later on the same channel. The movie has been reaired on Cartoon Network and Boomerang usually as part of Mother's Day special programming."
17911,Wonder Wheels,Animation Action & Adventure Comedy Kids,https://image.tmdb.org/t/p/original/toY5xC14FHyafzmrPxaDz9WcsiC.jpg,0,0.0,Wonder Wheels was a five-minute cartoon produced by Hanna-Barbera Productions which was originally broadcast as a segment on the CBS Saturday morning package program The Skatebirds.
17962,Lapitch the Little Shoemaker,Animation Family,https://image.tmdb.org/t/p/original/vIrCIanm9fXIUq8wDbY1WEWW65w.jpg,0,0.0,"Lapitch the Little Shoemaker is an animated television series from Croatia Film and EM.TV/HaffaDiebold, with animation by Neptuno Films of Barcelona, Spain. It is a spin-off from the 1997 film of the same name.

Returning from the film are the title character, Lapitch the mouse, and his girlfriend Lisa, along with their pets Brewster and Pico. For the series, a character called Melchior replaces Master Scowler's role.

As of 2009, the show airs on Tiny Pop in the United Kingdom."
17981,Olivia,Animation,https://image.tmdb.org/t/p/original/aygJggE8G1IQroRCbk1jwfjqtvc.jpg,1,6.0,"Olivia is a British-American children's animated television series produced by media company Chorion and based on Ian Falconer's books. It is seen on Nick Jr. in the US, Milkshake!, Nick Jr. in the UK and Ireland, and Disney Junior in Latin America and Brazil, Treehouse TV in Canada. The show has won a silver Parents' Choice Award for its positive story lines and characters. New episode are airing on Nick JR in 2013."
18015,The Future Is Wild,Animation Sci-Fi & Fantasy Family,https://image.tmdb.org/t/p/original/aqCfJiSh7SPr2VyxMCydqCeLA9E.jpg,1,10.0,"The Future is Wild is an animated children's version of Canadian 2003 joint Animal Planet/ORF and ZDF co-production The Future Is Wild. It was developed by Nelvana Animation, and directed by Mike Fallows, with characters and creatures designed by Brett Jubinville. It is made in CGI animation. The show is a Teletoon Original Production and first aired on Teletoon on June 28, 2010; it made its debut in the US on Discovery Kids on October 13, 2007. It now airs weekday mornings on The Hub. It features four teenagers who study the future of the earth to find a new habitat for humanity, while learning about the futuristic creatures who inhabit it. The show ran for one 26 episode season. It utilizes creatures speculated about in a the original version of The Future Is Wild, albeit with highly fictionalized elements."
18018,Unforgotten Realms,Animation Sci-Fi & Fantasy Comedy,,0,0.0,
18067,The Amazing Spiez!,Comedy Animation,https://image.tmdb.org/t/p/original/9BgFJaGRC9rGHkSGYJNoo8i9HFo.jpg,3,9.3,"Four siblings work as agents for the World Organization of Human Protection, otherwise known as WOOHP. Lee, Megan, Marc and Tony Clark all attend Southdale Junior High School and seem to be normal kids in every way -- except that they fight crime. Even their parents are unaware of the kids' unusual activities. Jerry Lewis, founder and chief of the organization, briefs the spies on their missions and doles out the gadgetry they'll need to take on evil."
18096,Watchmen: Motion Comic,Animation Drama Sci-Fi & Fantasy Mystery,https://image.tmdb.org/t/p/original/ytoCNZVDnAc60ncyIOQmRMMaSuD.jpg,21,7.9,"When one of his former colleagues is murdered, the outlawed but no less determined masked vigilante Rorschach sets out to uncover a plot to kill and discredit all past and present superheroes. As he reconnects with his former crime-fighting legion — a disbanded group of retired superheroes, only one of whom has true powers — Rorschach glimpses a wide-ranging and disturbing conspiracy with links to their shared past and catastrophic consequences for the future."
18123,Scooby-Doo! Mystery Incorporated,Animation Family,https://image.tmdb.org/t/p/original/mu8zU2jQfPbGO5bC6RHYrSypxUd.jpg,856,8.217,"This incarnation of the popular cartoon series finds Scooby and the gang living in Crystal Cove, a small town with a long history of ghost sightings, monster tales and other mysteries ripe for the sleuths to solve once and for all. But the longstanding Crystal Cove residents, who bank on the town's reputation to attract tourists, are prepared to do what it takes to protect their turf."
18125,Little Howard's Big Question,Animation,,1,6.0,"Little Howard's Big Question is a 2009–12 BBC One/CBBC children's edutainment programme starring Howard Read as Big Howard and his six-year-old animated friend, Little Howard. The programme was first broadcast on 8 January 2009, running for a series of 13 episodes. Series 2 began airing on 6 October 2010, and series 3 began on 18 May 2011. It had a bonus episode on 31 July 2012 and thats the final question"
18131,Ghostbusters,Mystery Animation,https://image.tmdb.org/t/p/original/3EYgeouoO5hUHF9eYpQ2ADsJ9ba.jpg,40,6.138,"Jake Kong Jr. and Eddie Spencer Jr. are sons of the original Ghost Busters, and they work alongside Tracy the Gorilla (who also worked with their fathers). Together, they are dedicated to ridding the world of the evil ghost wizard Prime Evil and his cast of henchmen."
18157,Mask Man,Action & Adventure Animation Comedy,https://image.tmdb.org/t/p/original/rBNjgY4T2ScCI9Pr47zeMJtRE4u.jpg,0,0.0,Mask Man is a Korean cartoon series about intergalactic wrestling tournaments.
18233,Anmitsu Hime: From Amakara Castle,Sci-Fi & Fantasy Animation Comedy,https://image.tmdb.org/t/p/original/4FhP2I3Ym87eoCaDRBu8VrIISYc.jpg,0,0.0,"Anmitsu Hime is a manga series by Shosuke Kurakane.

The story was originally produced in 1949-1955.

In 1986-1987, Izumi Takemoto retold the original manga series, releasing it under the same title."
18241,The Big O,Animation Drama Action & Adventure,https://image.tmdb.org/t/p/original/AsL5J7k9diSxQcxwNEYJSKqtRCS.jpg,17,7.2,"Forty years ago, the minds of Paradigm City's inhabitants were wiped clean of all recollections of the past. Now, ruled by a powerful corporation and cut off from the rest of the world by desolate wastelands, Paradigm has become a virtual police state where Negotiators like Roger Smith keep the wheels of progress, commerce, and society turning."
18351,Special Agent Oso,Animation,https://image.tmdb.org/t/p/original/jZNyZoGN7fsGUhFWT1LX9qRnB2H.jpg,14,8.357,"Special Agent Oso is a Disney Channel interactive animated series created by Ford Riley. Special Agent Oso hit the air on April 4, 2009 with a six episode block, and the companion 15-episode series Three Healthy Steps first aired from February 14 to February 27, 2011. The program was originally part of the Playhouse Disney block intended for preschoolers. On February 14, 2011, it was moved to the Disney Junior block that served as Playhouse Disney's replacement. It is shown on Mini CITV and ITV1 at 06:35am Sundays. The show will stay on Disney Junior because it is one of the main shows shown on Playhouse Disney."
18352,The Garfield Show,Animation Comedy Kids,https://image.tmdb.org/t/p/original/jBAXfUHvVTBCsCwP1xNG6B3bZ0d.jpg,43,5.209,"Your favorite lazy, fat cat is at it again. Garfield, Odie, Jon and the rest of the gang are back for more funny misadventures. Whether he's scarfing down lasagna or tricking Nermal the kitten, Garfield is guaranteed to crack you up. But remember: He hates Mondays!"
18356,The Eggs,Animation,,0,0.0,"The Eggs is an Australian children's animated television program that first screened on the Nine Network in 2004. There are 52 episodes of 12 minutes duration. Two episodes are usually screened together in a half hour timeslot.

The Eggs was produced by Tony Byrne and Brendan Byrne."
18411,Ape Escape,Animation Comedy Family,https://image.tmdb.org/t/p/original/A2HNJsgHqBrTnU3B7LnqIE7xh6K.jpg,0,0.0,"Ape Escape is a series of cartoon shorts developed by Frederator Studios, Hawaii Film Partners, Project 51 Productions and Showcase Entertainment which aired on Nicktoons in 2009. It is based on Sony Computer Entertainment Inc.'s Ape Escape video game franchise, with characters and designs based on Ape Escape 2 in particular, and focuses around Specter's attempts to take over the world with his monkey army."
18430,Bob & Doug,Animation Comedy,https://image.tmdb.org/t/p/original/dY5UyTrPGLwwJWotf4Kfb4XR7No.jpg,2,3.0,"Bob and Doug is a Canadian animated sitcom, which premiered on Global on April 19, 2009. The series is a revival of the SCTV sketch characters Bob and Doug McKenzie.

The first season consisted of 10 episodes. The show was produced by Animax Entertainment. The first season premiered on April 19, 2009 and held the first season finale on June 29, 2009. A short second season of ""five secret episodes"" has since aired in sporadic form.

The show was originally planned for development by Fox in the United States."
18453,Dex Hamilton: Alien Entomologist,Animation,,0,0.0,"Dex Hamilton: Alien Entomologist is a children's animated television program that is an international co-production between March Entertainment and SLR Productions in Canada and Australia. The series first screened on Network Ten in 2008 and is designed for kids aged 6 and older. It began airing on CBC Television in Canada in January 2010 and currently airs on Saturday mornings. qubo airs the series in the USA.

There are 26 episodes of 25 minutes duration each. Episodes are usually screened in a half-hour timeslot."
18457,A Miss Mallard Mystery,Mystery Animation Kids,https://image.tmdb.org/t/p/original/r98FnKq4vFVFqdxHVTC8IoKjsF4.jpg,4,7.5,"A Miss Mallard Mystery is a Sino-Canadian mystery animated series produced by Cinar and Shanghai Animation Film Studio for the Teletoon network and OTV, loosely based on the Robert Quackenbush book series. Each show focuses on Miss Mallard and her nephew Willard Widgeon as they visit various places around the world, solving mysteries. All characters in the show are ducks or resemble ducks."
18512,Master Raindrop,Animation,,0,0.0,"Master Raindrop is a children's animated television program produced jointly by Australian, New Zealand and Singaporean companies that first screened on the Australian Seven Network in 2008. There are 26 episodes of 24 minutes duration."
18607,Yogi Bear's All Star Comedy Christmas Caper,Animation,,0,0.0,"Yogi Bear's All Star Comedy Christmas Caper is an animated television special starring Yogi Bear and company. It is the third and final Yogi Bear Christmas special. Produced by Hanna-Barbera Productions, it was first aired on December 21, 1982."
18608,Les énigmes de providence,Action & Adventure Animation,https://image.tmdb.org/t/p/original/lHPK1ErdapiE5CP9dFFvesf6duN.jpg,3,9.3,"The Mysteries of Providence is a French cartoon produced by Banco Productions and first aired on TF1's TFOU television program on January 12, 2002.The series is about the adventures of Oscar who is a private detective and tries to uncover the secret of Providence alongside his friends the energetic Kate and the inventor Martin."
18640,Anatole,Animation Family Kids,https://image.tmdb.org/t/p/original/jQlJS7qUkOkrZP9fopBKj0U6OUX.jpg,0,0.0,"Anatole is an animated children's television series based on the Anatole book series by Eve Titus. The series tells the story of Anatole, a mouse who lives in Paris. He works as a night watchman in a cheese factory. He has a wife, Doucette and a family of six little mice. It originally aired in 1998, on The CBS Kids Show on CBS and in late-1999 on Premiere 12 in Singapore. It re-aired on the US version of Disney Channel from 2001 to 2004. It then got re-broadcast in 2009 on STV, a Scottish television station, on their wknd@stv strand."
18684,Fat Dog Mendoza,Animation,https://image.tmdb.org/t/p/original/6jYsSO5gpPoFe6jTxXCs6GhnfPO.jpg,1,9.0,"Fat Dog Mendoza is an animated children's show created by Scott Musgrove. The show follows a smart-mouthed dog who is incredibly obese, so much to the point that he is ball shaped with small, stubby legs. Other characters include Little Costumed Buddy, Piranha Mae, and Onion Boy. The group try to fight crime in the fictional neighbourhood ""Neighbourhood X"" and they try to search for justice but often fail humorously. The Series lasted until 2001. This was the first Cartoon Network European co-production. It aired again on Cartoon Network UK until 2005."
18686,Fanboy and Chum Chum,Action & Adventure Animation Comedy,https://image.tmdb.org/t/p/original/bPmpbceNIH7dbsYKAuBsPsjACpb.jpg,71,5.866,"Fanboy & Chum Chum is an American CGI animated television series created by Eric Robles for Nickelodeon. It is based on Fanboy, an animated short created by Robles for Nickelodeon and Frederator Studios, which was broadcast August 14, 2008 on Random! Cartoons.

The series premiere drew 5.8 million viewers. The second episode was watched by 5.4 million viewers.

The theme song was written by Brad Joseph Breeck and performed by experimental punk band The Mae Shi.

No third season was announced at Nickelodeon's upfront for the 2013-2014 season."
18744,Fourways Farm,Animation,,0,0.0,
18798,Waybuloo,Animation,https://image.tmdb.org/t/p/original/97sTWYtQHS41SEaIo69yYlwiDv8.jpg,2,1.0,"Waybuloo is a pre-school British and Canadian children's television series originally created by Dan Good and Absolutely Cuckoo. It was commissioned by Michael Carrington at the BBC, and first aired on CBeebies in May 2009. The 100-episode show was Head-Written by Marc Seal, filmed by the Foundation in Glasgow and animated and directed by Gallus Entertainment for Decode Entertainment. Post production, including audio, sound design & editing is done by Platform Post Production. in Toronto. Line produced by Matt Porter and the series producer is Simon Spencer, part of the independent company, RDF Media's subsidiary The Foundation. The program makers describe it as ""...a philosophy for a happy life, and is like nothing children will have ever seen before"".

Waybuloo is set in the land of Nara. The main characters are the four Piplings, 3D CGI animated creatures with large heads and eyes, placed on a filmed background, with the second half of each twenty-minute show featuring human children.

The Piplings practise yogo, a gentle form of exercise similar to yoga. so that the viewers and their parents can participate.

It was the second show by DHX Media to use live-action with the CGI animation. The program makers describe it as ""...a philosophy for a happy life, and is like nothing adults will have ever seen before"". In 2012 a new shorter version of Waybuloo was released with narration to much criticism. The negative feedback was so strong, CBeebies decided to pull the show in favor of the original version on the very next night."
18828,T.U.F.F. Puppy,Action & Adventure Animation Comedy,https://image.tmdb.org/t/p/original/9Jl4hBdzI94NJp2kYMEdQfX98m.jpg,39,7.397,"In the fictional city of Petropolis dog Dudley Puppy works as a spy for the organization T.U.F.F. (Turbo Undercover Fighting Force). Together with his partner, a cat named Kitty Katswell, Dudley works to protect Petropolis."
18848,Planet Sheen,Animation Comedy Action & Adventure,https://image.tmdb.org/t/p/original/27A7tRW34HFdWLVfbBxcwsDuNc8.jpg,27,4.6,"Jimmy Neutron's goofy pal, Sheen Estevez accidentally gets himself sent to another planet, millions of light-years from Earth."
18860,Alison & Allie,Animation Drama Comedy,,0,0.0,
